1305031790.519948306, 0, 0, 0,    0, 0, 0, 1
1305031790.545022206, 23, 0, 0,    0, 0, 0, 0
1305031790.581336685, 23, 0, 0,    0, 0, 0, 0
1305031790.613204189, 23, 0, 0,    0, 0, 0, 0
1305031790.645154709, 23, 0, 0,    0, 0, 0, 0
1305031790.681207639, 23, 0, 0,    0, 0, 0, 0
1305031790.713096614, 23, 0, 0,    0, 0, 0, 0
1305031790.745223017, 23, 0, 0,    0, 0, 0, 0
1305031790.781257675, 23, 0, 0,    0, 0, 0, 0
1305031790.813206791, 23, 0, 0,    0, 0, 0, 0
1305031790.845151333, 23, 0, 0,    0, 0, 0, 0
1305031790.882093938, 23, 0, 0,    0, 0, 0, 0
1305031790.913128786, 23, 0, 0,    0, 0, 0, 0
1305031790.945171143, 23, 0, 0,    0, 0, 0, 0
1305031790.981158939, 23, 0, 0,    0, 0, 0, 0
1305031791.013074688, 23, 0, 0,    0, 0, 0, 0
1305031791.045136982, 23, 0, 0,    0, 0, 0, 0
1305031791.081293109, 23, 0, 0,    0, 0, 0, 0
1305031791.113136352, 23, 0, 0,    0, 0, 0, 0
1305031791.145095994, 23, 0, 0,    0, 0, 0, 0
1305031791.181286568, 23, 0, 0,    0, 0, 0, 0
1305031791.213098006, 23, 0, 0,    0, 0, 0, 0
1305031791.245086700, 23, 0, 0,    0, 0, 0, 0
1305031791.281339830, 23, 0, 0,    0, 0, 0, 0
1305031791.313088058, 23, 0, 0,    0, 0, 0, 0
1305031791.345122694, 23, 0, 0,    0, 0, 0, 0
1305031791.382161277, 23, 0, 0,    0, 0, 0, 0
1305031791.413086731, 23, 0, 0,    0, 0, 0, 0
1305031791.445165032, 23, 0, 0,    0, 0, 0, 0
1305031791.481374809, 23, 0, 0,    0, 0, 0, 0
1305031791.513084416, 23, 0, 0,    0, 0, 0, 0
1305031791.545065002, 23, 0, 0,    0, 0, 0, 0
1305031791.581127412, 23, 0, 0,    0, 0, 0, 0
1305031791.613193862, 23, 0, 0,    0, 0, 0, 0
1305031791.645074188, 23, 0, 0,    0, 0, 0, 0
1305031791.681062293, 23, 0, 0,    0, 0, 0, 0
1305031791.713242206, 23, 0, 0,    0, 0, 0, 0
1305031791.745148301, 23, 0, 0,    0, 0, 0, 0
1305031791.781285980, 23, 0, 0,    0, 0, 0, 0
1305031791.813246612, 23, 0, 0,    0, 0, 0, 0
1305031791.845122640, 23, 0, 0,    0, 0, 0, 0
1305031791.881072173, 23, 0, 0,    0, 0, 0, 0
1305031791.913192621, 23, 0, 0,    0, 0, 0, 0
1305031791.948997618, 23, 0, 0,    0, 0, 0, 0
1305031791.981259211, 23, 0, 0,    0, 0, 0, 0
1305031792.013212716, 23, 0, 0,    0, 0, 0, 0
1305031792.050221473, 23, 0, 0,    0, 0, 0, 0
1305031792.081058360, 23, 0, 0,    0, 0, 0, 0
1305031792.113126447, 23, 0, 0,    0, 0, 0, 0
1305031792.149109130, 23, 0, 0,    0, 0, 0, 0
1305031792.181098695, 23, 0, 0,    0, 0, 0, 0
1305031792.213165434, 23, 0, 0,    0, 0, 0, 0
1305031792.249087968, 23, 0, 0,    0, 0, 0, 0
1305031792.281069354, 23, 0, 0,    0, 0, 0, 0
1305031792.313072941, 23, 0, 0,    0, 0, 0, 0
1305031792.349198448, 23, 0, 0,    0, 0, 0, 0
1305031792.381062387, 23, 0, 0,    0, 0, 0, 0
1305031792.413074561, 23, 0, 0,    0, 0, 0, 0
1305031792.449168022, 23, 0, 0,    0, 0, 0, 0
1305031792.481097970, 23, 0, 0,    0, 0, 0, 0
1305031792.513051947, 23, 0, 0,    0, 0, 0, 0
1305031792.549157289, 23, 0, 0,    0, 0, 0, 0
1305031792.581135936, 23, 0, 0,    0, 0, 0, 0
1305031792.613101910, 23, 0, 0,    0, 0, 0, 0
1305031792.649253555, 23, 0, 0,    0, 0, 0, 0
1305031792.681063181, 23, 0, 0,    0, 0, 0, 0
1305031792.713115962, 23, 0, 0,    0, 0, 0, 0
1305031792.749097403, 23, 0, 0,    0, 0, 0, 0
1305031792.781106458, 23, 0, 0,    0, 0, 0, 0
1305031792.813144349, 23, 0, 0,    0, 0, 0, 0
1305031792.849022185, 23, 0, 0,    0, 0, 0, 0
1305031792.881064417, 23, 0, 0,    0, 0, 0, 0
1305031792.913315911, 23, 0, 0,    0, 0, 0, 0
1305031792.949046929, 23, 0, 0,    0, 0, 0, 0
1305031792.981139311, 23, 0, 0,    0, 0, 0, 0
1305031793.013059263, 23, 0, 0,    0, 0, 0, 0
1305031793.049114932, 23, 0, 0,    0, 0, 0, 0
1305031793.081171816, 23, 0, 0,    0, 0, 0, 0
1305031793.113126061, 23, 0, 0,    0, 0, 0, 0
1305031793.149098223, 23, 0, 0,    0, 0, 0, 0
1305031793.181113427, 23, 0, 0,    0, 0, 0, 0
1305031793.213202821, 23, 0, 0,    0, 0, 0, 0
1305031793.249128287, 23, 0, 0,    0, 0, 0, 0
1305031793.281299497, 23, 0, 0,    0, 0, 0, 0
1305031793.313158709, 23, 0, 0,    0, 0, 0, 0
1305031793.349110450, 23, 0, 0,    0, 0, 0, 0
1305031793.381138667, 23, 0, 0,    0, 0, 0, 0
1305031793.413789919, 23, 0, 0,    0, 0, 0, 0
1305031793.449091838, 23, 0, 0,    0, 0, 0, 0
1305031793.481358608, 23, 0, 0,    0, 0, 0, 0
1305031793.513246411, 23, 0, 0,    0, 0, 0, 0
1305031793.549071084, 23, 0, 0,    0, 0, 0, 0
1305031793.581157301, 23, 0, 0,    0, 0, 0, 0
1305031793.613153209, 23, 0, 0,    0, 0, 0, 0
1305031793.649428502, 23, 0, 0,    0, 0, 0, 0
1305031793.681106969, 23, 0, 0,    0, 0, 0, 0
1305031793.713168947, 23, 0, 0,    0, 0, 0, 0
1305031793.749040385, 23, 0, 0,    0, 0, 0, 0
1305031793.781106429, 23, 0, 0,    0, 0, 0, 0
1305031793.813185562, 23, 0, 0,    0, 0, 0, 0
1305031793.849142567, 23, 0, 0,    0, 0, 0, 0
1305031793.881130252, 23, 0, 0,    0, 0, 0, 0
1305031793.913043598, 23, 0, 0,    0, 0, 0, 0
1305031793.949036712, 23, 0, 0,    0, 0, 0, 0
1305031793.981122433, 23, 0, 0,    0, 0, 0, 0
1305031794.013090784, 23, 0, 0,    0, 0, 0, 0
1305031794.049085122, 23, 0, 0,    0, 0, 0, 0
1305031794.081104368, 23, 0, 0,    0, 0, 0, 0
1305031794.113116595, 23, 0, 0,    0, 0, 0, 0
1305031794.149250267, 23, 0, 0,    0, 0, 0, 0
1305031794.181114073, 23, 0, 0,    0, 0, 0, 0
1305031794.213850009, 23, 0, 0,    0, 0, 0, 0
1305031794.281224544, 23, 0, 0,    0, 0, 0, 0
1305031794.313688801, 23, 0, 0,    0, 0, 0, 0
1305031794.381127604, 23, 0, 0,    0, 0, 0, 0
1305031794.414140598, 23, 0, 0,    0, 0, 0, 0
